date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:39:36	29509/29509	U-----	200	untouched ('OK')	application/x-javascript	etag:%224012884bf991d41:0%22	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Scripts/js/factory.js?js=20181023_01	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Scripts/js/factoryed94.js	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/Index.html)
07:39:36	12487/12487	U-----	200	untouched ('OK')	application/x-javascript	etag:%22a0e08c53fa91d41:0%22	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Scripts/js/common.js?js=20181023_01	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Scripts/js/commoned94.js	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/Index.html)
07:39:36	3347/3347	U-----	200	untouched ('OK')	application/x-javascript	etag:%22306951a4f991d41:0%22	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Scripts/js/new.js	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Scripts/js/new.js	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/Index.html)
07:39:36	44219/44219	U-----	200	untouched ('OK')	application/x-javascript	etag:%22401471c2f691d41:0%22	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Scripts/plugin/owl.carousel/owl.carousel.min.js?js=20181023_01	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Scripts/plugin/owl.carousel/owl.carousel.mined94.js	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/Index.html)
07:39:37	23004/23004	U-----	200	untouched ('')	application/javascript	etag:%220ed1a6a4bd5d41:0%22	http://bat.bing.com/bat.js	C:/My%20Websites/icarry3/bat.bing.com/bat.js	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/Index.html)
07:39:37	35879/35879	U-----	200	untouched ('OK')	application/x-javascript	etag:%22b093601afc91d41:0%22	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/js/goWI.js	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/js/goWI.js	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/Index.html)
07:39:37	20906/20906	U-----	200	untouched ('OK')	application/x-javascript	etag:%22503ed078f791d41:0%22	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Scripts/plugin/sugarfunbox/sugarfunbox.min.js?js=20181023_01	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Scripts/plugin/sugarfunbox/sugarfunbox.mined94.js	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/Index.html)
07:39:37	1161/1161	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2031%20Mar%202019%2023:39:38%20GMT	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/IV_JCT=%2Fts;%20path=/	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/IV_JCT=/ts;%20path=/index.html	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/Index.html)
07:39:38	217/217	U-----	200	untouched ('')	image/png	etag:%22f6b1d97a5992d41:0%22	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/common/select.png?1541847708	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/common/select87d8.png	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/css/page.css)
07:39:38	194/194	U-----	200	untouched ('')	image/png	etag:%22be5127c5992d41:0%22	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/common/select-disabled.png?1541847708	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/common/select-disabled87d8.png	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/css/page.css)
07:39:38	132973/132973	U-----	200	untouched ('')	image/jpeg	etag:%2242e1d07b5992d41:0%22	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/index/kv.jpg?1541677411	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/index/kv72b5.jpg	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/css/index.css?css=20181023_01)
07:39:38	93042/93042	U-----	200	untouched ('')	image/jpeg	etag:%22ae3eb77b5992d41:0%22	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/index/bg-1.jpg?1541648735	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/index/bg-12dcc.jpg	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/css/index.css?css=20181023_01)
07:39:44	217/217	U-----	200	untouched ('')	image/png	etag:%22f6b1d97a5992d41:0%22	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/common/select.png?1541755076	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/common/select5a6e.png	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/css/index.css?css=20181023_01)
07:39:44	194/194	U-----	200	untouched ('')	image/png	etag:%22be5127c5992d41:0%22	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/common/select-disabled.png?1541763224	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/common/select-disabled092a.png	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/css/index.css?css=20181023_01)
07:39:44	34774/34774	U-----	200	untouched ('')	image/png	etag:%22f03bd845ee91d41:0%22	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/sheet/gift.png	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/sheet/gift.png	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/css/index.css?css=20181023_01)
07:39:44	403736/403736	U-----	200	untouched ('')	image/jpeg	etag:%220d05493ee91d41:0%22	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/sheet/sheet-bg.jpg	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/sheet/sheet-bg.jpg	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/css/index.css?css=20181023_01)
07:39:51	3695/3695	U-----	200	untouched ('')	image/png	etag:%2210ea4969ef91d41:0%22	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/sheet/insure-bridge.png	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/sheet/insure-bridge.png	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/css/index.css?css=20181023_01)
07:39:51	3888/3888	U-----	200	untouched ('')	image/png	etag:%22f03fa48def91d41:0%22	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/sheet/insure-bridge-small.png	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/sheet/insure-bridge-small.png	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/css/index.css?css=20181023_01)
07:39:51	11896/11896	U-----	200	untouched ('')	image/png	etag:%2280b0bdff491d41:0%22	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/sheet/gift-m.png	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/sheet/gift-m.png	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/css/index.css?css=20181023_01)
07:39:51	4312/4312	U-----	200	untouched ('')	image/png	etag:%22905cadbdf491d41:0%22	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/sheet/insure-bridge-m.png	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/img/sheet/insure-bridge-m.png	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/css/index.css?css=20181023_01)
07:39:51	28434/28434	U--M-Z	200	updated ('OK')	text/javascript	etag:W/%226f12-NyrtaoMwo93hoZsoBB5bNiS59Qk%22	http://jscdn.appier.net/aa.js?id=	C:/My%20Websites/icarry3/jscdn.appier.net/aa5445.js	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Scripts/js/tracking.js?js=20181023_01)
07:39:57	46838/46838	U-----	200	untouched ('OK')	text/css	etag:%2209eca6aec91d41:0%22	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/css/page.css?css=20181023_01	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/css/pagea342.css	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/count.html)
07:39:57	170607/170607	U-----	200	untouched ('OK')	application/x-javascript	etag:%22e0abc87bf991d41:0%22	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Scripts/js/job.js?js=20181023_01	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Scripts/js/jobed94.js	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/count.html)
07:39:57	99431/99431	U-----	200	untouched ('OK')	text/css	etag:%22201cfd8aec91d41:0%22	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/css/index.css	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Content/css/index.css	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/product.html)
07:39:58	24437/24437	U-----	200	untouched ('')	text/javascript	date:Thu,%2010%20Mar%202016%2003:39:11%20GMT	https://s.ytimg.com/yts/jsbin/www-widgetapi-vfl_Bhgrs/www-widgetapi.js	C:/My%20Websites/icarry3/s.ytimg.com/yts/jsbin/www-widgetapi-vfl_Bhgrs/www-widgetapi.js	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Scripts/js/factory.js?js=20181023_01)
07:39:58	1161/1161	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2031%20Mar%202019%2023:39:59%20GMT	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/faq.html	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/faq.54.delayed	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/js/goWI.js)
07:39:58	162165/162165	U--MC-	200	updated ('OK')	text/html	etag:%22405ca568cfc8d41:0%22	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/index.html	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/index-2.html	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/js/goWI.js)
07:39:58	1161/1161	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2031%20Mar%202019%2023:39:59%20GMT	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/gift.html	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/gift.55.delayed	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/js/goWI.js)
07:39:59	1161/1161	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2031%20Mar%202019%2023:39:59%20GMT	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/travel/ta.html	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/travel/ta.56.delayed	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/js/goWI.js)
07:39:59	1161/1161	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2031%20Mar%202019%2023:40:00%20GMT	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/travel/rule.html	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/travel/rule.57.delayed	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/js/goWI.js)
07:39:59	1161/1161	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2031%20Mar%202019%2023:40:01%20GMT	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/case-study.html	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/case-study.58.delayed	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/js/goWI.js)
07:40:00	1161/1161	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2031%20Mar%202019%2023:40:00%20GMT	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/ta.html	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/ta.59.delayed	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/js/goWI.js)
07:40:00	1161/1161	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2031%20Mar%202019%2023:40:01%20GMT	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/rule.html	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/rule.5a.delayed	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/js/goWI.js)
07:40:01	1161/1161	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2031%20Mar%202019%2023:40:01%20GMT	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/ta.htm	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/ta.5b.delayed	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/js/goWI.js)
07:40:01	1161/1161	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2031%20Mar%202019%2023:40:02%20GMT	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/one-day-travel/ta.html	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/one-day-travel/ta.5c.delayed	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/js/goWI.js)
07:40:02	1161/1161	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2031%20Mar%202019%2023:40:03%20GMT	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/one-day-travel/rule.html	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/one-day-travel/rule.5d.delayed	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/js/goWI.js)
07:40:02	1161/1161	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2031%20Mar%202019%2023:40:02%20GMT	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/knowledge.html	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/knowledge.5e.delayed	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/js/goWI.js)
07:40:02	1161/1161	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2031%20Mar%202019%2023:40:03%20GMT	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/qualification.html	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/qualification.5f.delayed	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/js/goWI.js)
07:40:03	1161/1161	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2031%20Mar%202019%2023:40:04%20GMT	https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/rules.html	C:/My%20Websites/icarry3/www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/icarry/Views/Home/rules.60.delayed	(from https://www.cathaylife.com.tw/ts/web/ext/pages/onlineExclusive/js/goWI.js)
